C/ Cesar Cort Boti, 86. Manz 172, parc F US 4.01 "C.Aeroport. Valdebebas"
C/ Alameda del Valle, 52
Parcelas 2.107A,B,C del P.P. UZP 1.03 "Ensanche de Vallecas"
Parcela 5.13 C U.E.5-Plan parcial U.Z.P. 1.03 "Ensanche Vallecas"
c/ Pedro Campos, n 1 y 3   "Opael" APE 11.04
c/ Antonio Mir Valverde, 63 Parcela RES-04 172-G "Parque  Valdebebas"
Parcela 172-I US.4.01 Ciudad Aeroportuaria. Parque Valdebebas.
Parcela 47 B UZP 1.02 "El Caaveral"
c/ Alameda del Valle, n 58 "Ensanche de Vallecas"
PARCELA 4.8.2.B del PAU II-6 "ENSANCHE CARABANCHEL"
c/ Alameda del Valle, Parcela 2.106 A.P1 del P.P. UZP1.03 "E.de Vallecas"
Parcela 11.1  A.P.I. 13.02 "Colonia S. Fco. Javier y Ntra. Sra. de los ngeles"
Parc. M27 BCGH - SECTOR UZP 2.01 Desarrollo del Este el Caaveral
Parcela 2.61 A-B, UE 2, PP UZP 1.03 "Ensanche de Vallecas"
Parcela RPPB-1A "Arroyo del Fresno"
Parcela RES 03-107 B "Parque Valdebebas"
APR 06.03 parcela 2-3 C/ Bravo Murillo, 107 "Cocheras de Bravo Murillo"
APR 06.03 parcela 1 C/ Bravo Murillo, 107 "Cocheras de Bravo Murillo"
PP UZI 0.06 UE2 PARCELA RPPL-3A "ARROYO DEL FRESNO"
Parcela RPPL1 UE-2 "Arroyo del Fresno"
Parcela R1-S. UVA DE HORTALEZA
Parcela RPPB-2 APE 08.16 "Arroyo del Fresno"
Parcela RPPL-2 APE 08.16 "Arroyo del Fresno"
 Avda. de las Fuerzas Armadas 140 Parcela RES.04-142-A  Parque de Valdebebas.
c/ Felix Candela 62.A Parcela 132. A Parque Valdebebas
Parcela M-28.1 "El Caaveral Fase I"
C/ Iquitos, 53A
c/ Alameda del Valle, 50 UZP 1.03 "Ensanche de Vallecas"
Parcela M 29 A, C, E y F  UPZ 2.01 "El Caaveral"
Parcela 6.1 del APE 17-02 "Parque Central de Ingenieros de Villaverde"
c/ Luis Ocaa, 181
Parcela 6.3  "Nuestra Sra. de Los  Angeles III c/ Martnez de la Riva
c/ Bulgaria, 32 Parcela RC-12 B del API 20.17 "Ensanche de S. Blas"
C/ De la Cuesta del Villorio, 42 UZP 2.01 EL CAAVERAL
C/ Del Concejal Vitorino Granizo, 165,  UZP 2.01 EL CAAVERAL
C/ Mayorazgo de Duarte, 261 Parcela M-40-A UZP 2.01 EL CAAVERAL
Parcela M-49 A UZP 2.01 "El Caaveral" c/ Luis Ocaa, 131
Parcela RES.04-145-A Sector US 4.01 "Parque de Valdebebas"
c/ Cerro del Monte, 1 - Parcelas M-40 G y H UZP 2.01 "EL CAAVERAL"
Manzana P-24 "El Caaveral"
Parcela 107-A del Sector US.04.01 del "Parque de Valdebebas"
Parcela M21-B Sector PP 2.01 El caaveral
Parcela 13 Nuestra Sra. de los ngeles
C/ Baltasar Santos 13/15 C/ Fernando Pastor 8 (S. Toledana parcelas G4-G5)
Parcela 9.2 Nuestra Sra. de los ngeles
Parcela 6.1 Nuestra Sra. de los Angeles 1
Parc. RES 03-132-B  Reparcelacin Parque Valdebebas
Parcela 9.1 Nuestra Sra. de los ngeles VI
PARCELA RS 10 - P.A. CANILLAS
Parcela RS 11 - P.A. CANILLAS
AVENIDA VALDECULEBRAS 261, ENSANCHE DE VALLECAS
Nuestra Sra. de los ngeles, 8  Parcela 10.1 " Colonia S. Francisco Javier"
Parcela R2-T UVA DE HORTALEZA
Parcela R3-T UVA DE HORTALEZA
Parcela 132-F "Parque de Valdebebas"
PARCELA RES 04 144 A REPARCELACION VALDEBEBAS
Parcela RES.04-148-A y 04.148-B. Reparcelacin de Valdebebas
c/ Dr.  Lozano 35 y c/  Garganta, 12
C/ Calcio n 4 parcela RC6A "Los Rosales"
Parcela RC6  APR 17.10 "Los Rosales - Calcio"  Villaverde
Parcela M32-FGH UZP-2.01 "Desarrollo del Este-El Caaveral"
C/ Pico Cuadramn 2 y 4 c/v C/ Doctor Lozano 42
C/ Sicilia, n 12
Parcela 4.7.2AB "CARABANCHEL ENSANCHE 28"
Parcela RS-9.2 P.A CANILLAS
Parcela RS 8 - P.A. CANILLA
Parcela RS 9.1   P.A CANILLAS
Parcela RS7.2 P.A  CANILLAS
Parcela RS 7.1- P.A  CANILLAS
c/ Patio de Santiago, 3 y 5 Parcela A-7 "Sierra Toledana- Puete de Vallecas"
C/ Blasn, 20
Ventilla Parcela C1D - c/ Martires de la Ventilla- S. Aquilino-Alemania- Cedros
Parcela 2.98 "Ensanche de Vallecas"
Ventilla Parcela B7B c/ Montoya - c/ Molina - c/ Rosario Romero
Parcela 4.6 PAU II-6 UZI 0.10 "Ensanche Carabanchel 29)
Parcela 2.107 A,B Y C Ensanche de Vallecas, 33
Bloques F.G.H.I.J. "Alto del Arenal"
Parcela 1.31C "Ensanche de Vallecas"
C/ Juan Portas n 6
Ventilla parcela B10 C/Alberdiego c/v c/ Costa Verde c/v Vizcainos
Parcela  f  -  A.P.R. 02.06 Manzana A Mendez Alvaro Norte 3
Parcela RC-4 del P.T. 8.10  Fuencarral B
Parcela 1.22.2 del PAU II-6 CARABANCHEL
c/ Melisa, n 19
Parcela 5.39 - O "Ensanche de Vallecas 52"
Parcelas 5. 46P  y  5.46O "Ensanche de Vallecas" Vallecas 39
c/ Torrecilla del Leal, n 17
Parcelas 2.90 A y 2.90 B Ensanche de Vallecas (UZP 1.03)
Parcela 6.25D UZP 1.03 "Ensanche de Vallecas" Vallecas 27
Parcela 4.24C - PP  UZP 1.03 Ensanche de Vallecas
Manzana 6.4 de la UZP.1.03 ENSANCHE DE VALLECAS
Parc. 4.5.1C UE.1 PAU P.P.II-6 Carabanchel-Madrid
Parcelas 1.37B y 1.37C "Ensanche de Vallecas"
Parcela RC-9A UZP 1.05 "Villaverde-B de Butarque"
Parcela R4-T UVA DE HORTALEZA
Parcela R5-T UVA DE HORTALEZA
Parcela R6-T UVA DE HORTALEZA
Parc. TR-29-A2 "Sanchinarro" c/Ana de Austria, 3 A,B Avda. Isabel de Valois, 14
Avd. Valdeculebras (Vial C-71) Parcela 652 - C
Parcela RES.04-172- "Parque Valdebebas"
Parcela 2.85 A  Avda. Ensanche de Vallecas c/v Alto de la Sartenilla
Parcela 6.5A Carabanchel 21
Parcela 111- A  y  US.4.01 "Parque de Valdebebas"
Parcela 34.20 Sector II.1 "Los Coronales" c/ Bahia de Alcudia, 66
Parcela 141-A Ciudad Aeroportuaria Valdebebas
Parcela C1A-03  C/ Castiello de Jaca "Las Tablas"
S. FRANCISCO JAVIER 5 (5.1) FASE I Parcela A1 Vallecas
Parcela 10 AB UPP 1.05 "VILLAVERDE - BARRIO BUTARQUE"
Parcela RC-12A del P.P. del Sector 1-7 Las Rosas
RES 03 - 113B "Parque de Valdebebas"
Parcela  RES.04-140 A
Parcela RC-13 UZP 1.05 Villaverde- Butarque
