id	address	price	lng	lat
/inmueble/30785491/	calle escalinata, Palacio, Madrid	750	-3.7093123	40.41724610000001
/inmueble/30569223/	calle de Añastro, 23, Apóstol Santiago, Madrid	800	-3.6621268	40.4683326
/inmueble/26578813/	calle de Juan Bravo, 45, Lista, Madrid	950	-3.6768225	40.4326517
/inmueble/2104063/	calle José Abascal, 14, Almagro, Madrid	1600	-3.6997015	40.43829909999999
/inmueble/30785421/	Chueca-Justicia, Madrid	650	-3.6976649	40.4226162
/inmueble/30630543/	calle de boston, 12, Guindalera, Madrid	850	-3.6666741	40.4373751
/inmueble/30785428/	avenida concha espina, 37, Bernabéu-Hispanoamérica, Madrid	850	-3.6797153	40.4552066
/inmueble/30553590/	Nuevos Ministerios-Ríos Rosas, Madrid	1700	-3.692299999999999	40.446803
/inmueble/25815981/	Alonso Cano, 28, Nuevos Ministerios-Ríos Rosas, Madrid	720	-3.7010613	40.4426828
/inmueble/1804645/	calle Huertas, 58, Huertas-Cortes, Madrid	1050	-3.6999409	40.4142211
/inmueble/30785406/	calle toledo, Palacio, Madrid	1450	-3.7109544	40.4081036
/inmueble/1759738/	avenida Daroca, 39, Ventas, Madrid	530	-3.6533022	40.429505
/inmueble/30785400/	alcantara, Lista, Madrid	700	-3.6733239	40.4332019
/inmueble/29265173/	Ibiza, Madrid	1049	 -3.6750591	40.42006250000001
/inmueble/30785392/	calle ginzo de limia, 46, La Paz, Madrid	800	-3.7031918	40.4786747
/inmueble/27559059/	calle General Lacy, 20, Palos de Moguer, Madrid	490	-3.690930199999999	40.403457
/inmueble/30785382/	calle zabaleta, 58, Prosperidad, Madrid	700	-3.6725102	40.4430012
/inmueble/25030956/	Castellana, Madrid	950	-3.6871448	40.435469
/inmueble/28342535/	calle Claudio Coello, 47, Recoletos, Madrid	1250	-3.6864585	40.4266966
/inmueble/1470910/	Castellana, Madrid	900	-3.6871448	40.435469
/inmueble/30785361/	calle guzman el bueno, Gaztambide, Madrid	450	-3.7106121	40.4389131
/inmueble/27417631/	calle General Díaz Porlier, 85, Lista, Madrid	900	-3.6766774	40.4328423
/inmueble/30785000/	calle del monasterio de las batuecas, 24, Montecarmelo, Madrid	2800	-3.7037902	40.4167754
/inmueble/30785346/	calle londres, Guindalera, Madrid	775	 -3.6672568	40.4316416
/inmueble/30785337/	calle espino, 6, Lavapiés-Embajadores, Madrid	730	-3.7014464	40.4070318
/inmueble/30785245/	calle malaga, 5, Nuevos Ministerios-Ríos Rosas, Madrid	800	-3.7010613	40.4426828
/inmueble/30785206/	calle amaniel, Malasaña-Universidad, Madrid	900	-3.7037902	40.4167754
/inmueble/30785205/	calle treviño, 3, Nuevos Ministerios-Ríos Rosas, Madrid	650	-3.7010613	40.4426828
/inmueble/30785191/	calle de la luna, 19, Malasaña-Universidad, Madrid	1500	-3.7071075	40.4229121
/inmueble/30785185/	Huertas-Cortes, Madrid	1150	-3.6981578	40.4135026
/inmueble/30785147/	escalinata, Palacio, Madrid	750	-3.7093123	40.41724610000001
/inmueble/30785140/	calle francisco ricci, Gaztambide, Madrid	1100	-3.7134514	40.431216
/inmueble/30785108/	calle de pradillo, Ciudad Jardín, Madrid	900	-3.672636	40.448894
/inmueble/30785106/	Castellana, Madrid	2000	-3.6871448	40.435469
/inmueble/29077634/	Ciudad Universitaria, Madrid	450	-3.7302682	40.4459167
/inmueble/28859415/	calle Jose Silva, Colina, Madrid	450	-3.6579351	40.4550676
/inmueble/30785074/	calle de castelló, 117, Castellana, Madrid	2160	-3.6806665	40.4371154
/inmueble/30785056/	calle de lagasca, Castellana, Madrid	2000	-3.6849347	40.429176
/inmueble/30785043/	viriato, 41, Trafalgar, Madrid	1100	-3.6995797	40.4358921
/inmueble/30785037/	calle pinar del rey, 41, Pinar del Rey, Madrid	750	-3.6554225	40.4682367
/inmueble/28357740/	calle Almagro, Almagro, Madrid	600	-3.6950719	40.4282741
/inmueble/30785027/	Chueca-Justicia, Madrid	850	-3.6976649	40.4226162
/inmueble/30785021/	calle tutor, Argüelles, Madrid	1450	-3.716634	40.4293382
/inmueble/30785020/	calle de fernández de los rios, Gaztambide, Madrid	1000	-3.711432	40.4352441
/inmueble/30785001/	calle sancho davila, Fuente del Berro, Madrid	780	-3.6618639	40.4268527
/inmueble/30785012/	calle treviño, 3, Nuevos Ministerios-Ríos Rosas, Madrid	750	-3.7010613	40.4426828
/inmueble/30784905/	calle de la ruda, 19, Lavapiés-Embajadores, Madrid	1200	-3.7084367	40.410586
/inmueble/27226711/	calle Cuchilleros, 6, Palacio, Madrid	850	-3.7081499	40.4142904
/inmueble/30784974/	calle paloma, 10, Palacio, Madrid	630	-3.7118586	40.4086145
/inmueble/30784961/	plaza ciudad de salta, Colina, Madrid	1150	-3.661683499999999	40.4546797
/inmueble/30784952/	calle de blasco de garay, Arapiles, Madrid	740	-3.7114695	40.4347403
/inmueble/30784936/	collado de la mina, 12, Arroyo del Fresno, Madrid	1200	-3.7178631	40.4901571
/inmueble/28104369/	calle Cordel de Pavones, Valdebernardo - Valderribas, Madrid	650	-3.7037902	40.4167754
/inmueble/30784933/	calle encomienda, 6, Lavapiés-Embajadores, Madrid	450	-3.7052731	40.4109039
/inmueble/30784559/	calle josé serrano, 2, San Diego, Madrid	500	-3.6703827	40.3869812
/inmueble/30784913/	calle de pradillo, Ciudad Jardín, Madrid	900	-3.672636	40.448894
/inmueble/30784867/	Gaztambide, Madrid	650	-3.7169624	40.4366125
/inmueble/30784882/	calle alfredo marquerie, La Paz, Madrid	1300	-3.7019693	40.4871677
/inmueble/30784864/	calle virgen de lourdes, 36, Concepción, Madrid	550	-3.6565483	40.4357485
/inmueble/30784847/	calle jose anduiza, 9, Tres Olivos - Valverde, Madrid	600	-3.6869652	40.4852321
/inmueble/30784843/	Prosperidad, Madrid	560	-3.6724358	40.4442671
/inmueble/30784790/	calle de méjico, 11, Guindalera, Madrid	995	 -3.6743495	40.4362552
/inmueble/30784738/	Recoletos, Madrid	3300	-3.6866377	40.4238593
/inmueble/30784696/	calle de carmen sánchez carrascosa, 7, Castilla, Madrid	1500	-3.6871624	40.4689054
/inmueble/30784682/	calle pinos alta, 55, Valdeacederas, Madrid	550	-3.6975031	40.4674641
/inmueble/30784681/	Sol, Madrid	1400	-3.703889	40.416667
/inmueble/30784690/	calle de asura, Colina, Madrid	600	-3.6535597	40.4562114
/inmueble/30784677/	calle de melchor fernández almagro, La Paz, Madrid	1200	-3.7014893	40.47731599999999
/inmueble/30784670/	marques de santa ana, Malasaña-Universidad, Madrid	800	-3.7037902	40.4167754
/inmueble/30784654/	calle cuchilleros, Sol, Madrid	1100	-3.7080207	40.4143803
/inmueble/30784648/	calle de alcalá, Goya, Madrid	1850	-3.6717143	40.42664570000001
/inmueble/28208753/	calle Evaristo San Miguel, Argüelles, Madrid	1350	-3.7155047	40.4266587
/inmueble/30784544/	calle reloj, Palacio, Madrid	600	-3.7112119	40.421063
/inmueble/30784532/	calle ayala, Recoletos, Madrid	1200	-3.6799194	40.4275227
/inmueble/30784513/	calle isla de oza, 63, Valdezarza, Madrid	795	 -3.720886499999999	40.463502
/inmueble/30784505/	o´donnell, Recoletos, Madrid	3900	-3.6691667	40.421497
/inmueble/25640620/	avenida Gran Vía del sureste, 25, Ensanche de Vallecas - Valdecarros, Madrid	550	-3.7037902	40.4167754
/inmueble/30784503/	Ciudad Jardín, Madrid	3000	-3.4082018	40.6365658
/inmueble/30784458/	marques de jura real, Comillas, Madrid	700	-3.7097413	40.39206799999999
/inmueble/30784450/	calle martín martínez, Ciudad Jardín, Madrid	570	-3.6727514	40.4469709
/inmueble/30784414/	Almagro, Madrid	950	-3.695287	40.4338618
/inmueble/25382728/	calle General Perón, Cuatro Caminos, Madrid	850	-3.695609299999999	40.4523426
/inmueble/30784352/	diego de leon, Castellana, Madrid	1650	-3.675085	40.4346325
/inmueble/30784337/	calle de francisco silvela, Lista, Madrid	760	-3.6746358	40.4346962
/inmueble/30784336/	calle treviño, 3, Nuevos Ministerios-Ríos Rosas, Madrid	680	-3.7010613	40.4426828
/inmueble/30784315/	calle monteleón, Trafalgar, Madrid	675	 -3.7047387	40.4293726
/inmueble/757658/	calle Hermosilla, Goya, Madrid	1200	-3.6771592	40.42599
/inmueble/30784325/	calle de garcía de paredes, Almagro, Madrid	1350	-3.6963997	40.4366999
/inmueble/28158945/	calle Fuente de Torrejona, Casco Histórico de Barajas, Madrid	500	-3.5753774	40.4734797
/inmueble/30784295/	Vallehermoso, Madrid	950	-3.711667	40.442778
/inmueble/30784294/	calle de la victoria, Sol, Madrid	850	-3.7016727	40.4156499
/inmueble/30784252/	Concepción, Madrid	950	-3.648056	40.440278
/inmueble/30784238/	Aravaca, Madrid	3400	-3.7854441	40.458195
/inmueble/765196/	calle General Pardiñas, Goya, Madrid	780	-3.6782358	40.4300287
/inmueble/2033622/	calle General Moscardó, 1, Cuatro Caminos, Madrid	1450	-3.6971063	40.4465766
/inmueble/30784162/	Nuevos Ministerios-Ríos Rosas, Madrid	1700	-3.692299999999999	40.446803
/inmueble/30783984/	calle del capitán haya, 47, Cuzco-Castillejos, Madrid	1200	-3.6954509	40.4600771
/inmueble/30784122/	Ciudad Jardín, Madrid	750	-3.4082018	40.6365658
/inmueble/30784077/	travesía conde duque, 15, Malasaña-Universidad, Madrid	575	 -3.7037902	40.4167754
/inmueble/30784086/	Bernabéu-Hispanoamérica, Madrid	1450	-3.6883445	40.4530541
/inmueble/30784076/	calle Francisco Lizcano, 20, Buena Vista, Madrid	825	 -3.7588769	40.3669526
/inmueble/30784078/	calle fernández de los ríos,, Arapiles, Madrid	790	-3.711432	40.4352441
/inmueble/30784069/	calle zurbano, Almagro, Madrid	3400	-3.6932444	40.4339992
/inmueble/30784041/	calle del cardenal cisneros, 15, Trafalgar, Madrid	700	-3.7017886	40.4302651
/inmueble/30779999/	calle del barco, 7, Malasaña-Universidad, Madrid	750	-3.7037902	40.4167754
/inmueble/30784017/	calle virgen del coro, Concepción, Madrid	790	-3.6587478	40.4337391
/inmueble/30784014/	altamirano, Argüelles, Madrid	1000	-3.7169241	40.4313765
/inmueble/30784011/	calle divino pastor, Malasaña-Universidad, Madrid	550	-3.7037902	40.4167754
/inmueble/30784005/	plaza castilla, Ventilla-Almenara, Madrid	1400	-3.6958778	40.4694349
/inmueble/28257587/	calle Buen Suceso, Argüelles, Madrid	1600	-3.718372	40.4285693
/inmueble/30783989/	calle de isaac peral, Vallehermoso, Madrid	950	-3.7177142	40.4390236
/inmueble/30783793/	Sanchinarro, Madrid	1200	-3.6678172	40.4923392
/inmueble/581606/	calle María Teresa, Guindalera, Madrid	800	-3.6682561	40.4361639
/inmueble/30783937/	Recoletos, Madrid	650	-3.6866377	40.4238593
/inmueble/30783917/	Recoletos, Madrid	1100	-3.6866377	40.4238593
/inmueble/30783869/	calle alcatraz, Opañel, Madrid	650	-3.721736599999999	40.3891692
/inmueble/30783531/	calle garcía salazar, 10, Pueblo Nuevo, Madrid	635	 -3.637842099999999	40.4255682
/inmueble/30783856/	calle toledo, Imperial, Madrid	700	-3.7109544	40.4081036
/inmueble/30783852/	calle jaen, Cuatro Caminos, Madrid	550	-3.7007496	40.45035379999999
/inmueble/30783839/	Ambroz, Madrid	650	-3.6169718	40.4098909
/inmueble/1976750/	calle Velázquez, 71, Castellana, Madrid	750	-3.6839824	40.4309932
/inmueble/30783832/	calle doctor cortezo, Lavapiés-Embajadores, Madrid	695	 -3.7009077	40.4085123
/inmueble/1991129/	calle Cerro Blanco, 23, Zofío, Madrid	650	-3.7161199	40.3803397
/inmueble/30783819/	calle almendro, Palacio, Madrid	690	-3.7101551	40.4123786
/inmueble/30783811/	calle alonso cano, Nuevos Ministerios-Ríos Rosas, Madrid	775	 -3.7010613	40.4426828
/inmueble/30783605/	paseo de la direccion, 110, Berruguete, Madrid	550	-3.706177799999999	40.4617262
/inmueble/30783693/	calle de doctor fleming, Nueva España, Madrid	1955	 -3.6877488	40.463748
/inmueble/30783683/	Ambroz, Madrid	650	-3.6169718	40.4098909
/inmueble/30783664/	calle doctor cortezo, 8, Lavapiés-Embajadores, Madrid	695	 -3.7038288	40.4132105
/inmueble/30783557/	calle del conde de peñalver, 57, Lista, Madrid	960	-3.6752478	40.4328032
/inmueble/389528/	calle Prado, 4, Huertas-Cortes, Madrid	1700	-3.6999409	40.4142211
/inmueble/30783455/	Bellas Vistas, Madrid	1250	-3.7126362	40.4545671
/inmueble/30782745/	calle luis villa, 3, Goya, Madrid	700	-3.669326	40.4259395
/inmueble/25732988/	calle Padre Cooloma, San Pascual, Madrid	800	-3.6530625	40.4411268
/inmueble/30782159/	calle de carlos iv, 6, Simancas, Madrid	1100	-3.6181573	40.4352123
/inmueble/30783147/	calle bernardino de pantorba, 4, Ensanche de Vallecas - Valdecarros, Madrid	650	-3.7037902	40.4167754
/inmueble/30782889/	Lista, Madrid	1750	-3.6769396	40.4312768
/inmueble/30782887/	calle montserrat, Malasaña-Universidad, Madrid	480	-3.7037902	40.4167754
/inmueble/28723424/	calle Andrés Mellado, 3, Gaztambide, Madrid	1500	-3.7147331	40.4309008
/inmueble/30782839/	Virgen del Cortijo - Manoteras, Madrid	1900	-3.663944499999999	40.4880079
/inmueble/26592762/	calle Doctor Fleming, 43, Nueva España, Madrid	1955	 -3.6878997	40.4624806
/inmueble/30782794/	isabel la catolica, Palacio, Madrid	950	-3.7092061	40.4215321
/inmueble/1960567/	calle Lérida, 89, Cuzco-Castillejos, Madrid	650	-3.6954509	40.4600771
/inmueble/30781520/	calle de la pirra, 14, Rejas, Madrid	725	 -3.5885955	40.4442261
/inmueble/30781393/	ponzano, 23, Nuevos Ministerios-Ríos Rosas, Madrid	590	-3.7010613	40.4426828
/inmueble/30782764/	calle hilarión eslava, 4, Gaztambide, Madrid	1490	-3.7166963	40.4325354
/inmueble/30780813/	calle monasterio de montesclaros, 9, Montecarmelo, Madrid	780	-3.7037902	40.4167754
/inmueble/30780619/	calle de oña, 53, Virgen del Cortijo - Manoteras, Madrid	925	 -3.7037902	40.4167754
/inmueble/30780320/	calle de garibay, 8, Adelfas, Madrid	950	-3.6706867	40.4033839
/inmueble/30782741/	calle ligonde, Las Tablas, Madrid	1000	-3.6690176	40.5108086
/inmueble/30782715/	calle del doctor esquerdo, 130, Niño Jesús, Madrid	420	-3.6703397	40.407171
/inmueble/30779944/	calle de alberto aguilera, 34, Arapiles, Madrid	1100	-3.7113238	40.4302701
/inmueble/30782720/	calle hilarión eslava, 4, Gaztambide, Madrid	1190	-3.7166963	40.4325354
/inmueble/29486942/	calle Lagasca, Castellana, Madrid	1300	-3.6849347	40.429176
/inmueble/30782708/	plaza de los reyes magos, Niño Jesús, Madrid	1500	-3.676473399999999	40.4089563
/inmueble/26250135/	Teniente Coronel Norena, Legazpi, Madrid	760	-3.6929796	40.3881584
/inmueble/26250131/	calle José Antonio Zapata, Legazpi, Madrid	760	-3.6922072	40.38632
/inmueble/1812140/	calle Divino Pastor, 16, Malasaña-Universidad, Madrid	800	-3.7037902	40.4167754
/inmueble/30778598/	calle de la villa de marín, 47, La Paz, Madrid	1200	-3.69794	40.478843
/inmueble/30778565/	paseo de extremadura, 73, Puerta del Ángel, Madrid	690	-3.7325834	40.4119957
/inmueble/30778519/	calle irlanda, 7, San Isidro, Madrid	550	-3.722261399999999	40.3946684
/inmueble/30778379/	alameda del valle, 22, Ensanche de Vallecas - Valdecarros, Madrid	775	 -3.7037902	40.4167754
/inmueble/26485922/	calle Naves, 9, Acacias, Madrid	550	-3.7074456	40.3987164
/inmueble/30782503/	calle salitre, Lavapiés-Embajadores, Madrid	400	-3.6992199	40.4089305
/inmueble/30782502/	calle don ramón de la cruz, Goya, Madrid	925	 -3.6783319	40.4288434
/inmueble/30782494/	calle evaristo san miguel, Argüelles, Madrid	790	-3.7155047	40.4266587
/inmueble/30782489/	calle modesto lafuente, Nuevos Ministerios-Ríos Rosas, Madrid	1600	-3.7010613	40.4426828
/inmueble/30782475/	calle fernando el católico, Arapiles, Madrid	1800	-3.7118693	40.4341708
/inmueble/30782480/	plaza tuy, Pilar, Madrid	700	-3.7105206	40.4760983
/inmueble/30782468/	calle corazón de maría, Prosperidad, Madrid	1000	-3.6670677	40.4446181
